"Fish_ID","Year","Date","Content","Category","Count","Mass","Species","TL_mm","Mass_g","Sex","Diet_Mass_g","GutFullness","Liver_Mass_g","Gonad_Mass_g","Heart_Mass_g"
"S34",2017,2017-08-09,"unidentified digesta","Digested",NA,NA,"Slimy",17,62.5,"M",NA,4,3.1,1.7,NA
"S37",2017,2017-08-10,"krill","Krill",25,NA,"Slimy",14.5,34.2,"M",NA,4,1,0.6,NA
"S37",2017,2017-08-10,"red shrimp","Mysid",3,NA,"Slimy",14.5,34.2,"M",NA,4,1,0.6,NA
"S38",2017,2017-08-12,"sea lice","Miscellaneous Invert",2,NA,"Slimy",12.5,21.8,"M",NA,3,0.7,NA,NA
"S38",2017,2017-08-12,"chironomid","Chironomid",1,NA,"Slimy",12.5,21.8,"M",NA,3,0.7,NA,NA
"S38",2017,2017-08-12,"copepods","Copepod",13,NA,"Slimy",12.5,21.8,"M",NA,3,0.7,NA,NA
"S38",2017,2017-08-12,"onisimus sp.","Onisimus sp.",2,NA,"Slimy",12.5,21.8,"M",NA,3,0.7,NA,NA
"S38",2017,2017-08-12,"gammarids","Gammarus sp.",2,NA,"Slimy",12.5,21.8,"M",NA,3,0.7,NA,NA
"S39",2017,2017-08-12,"caprellid amphipod","Amphipod",1,NA,"Slimy",15.2,39.8,"M",NA,3,0.9,0.2,NA
"S39",2017,2017-08-12,"copepod","Copepod",1,NA,"Slimy",15.2,39.8,"M",NA,3,0.9,0.2,NA
"S39",2017,2017-08-12,"fish eyes","Fish",NA,NA,"Slimy",15.2,39.8,"M",NA,3,0.9,0.2,NA
"S39",2017,2017-08-12,"nematode parasite","Undigestible",1,NA,"Slimy",15.2,39.8,"M",NA,3,0.9,0.2,NA
"S4",2017,2017-08-25,"gammaracanthus sp.","Gammaracanthus sp.",3,NA,"Slimy",15.8,55.5,"F",NA,3,1.9,1.9,NA
"S4",2017,2017-08-25,"gammarus","Gammarus sp.",23,NA,"Slimy",15.8,55.5,"F",NA,3,1.9,1.9,NA
"S40",2017,2017-08-12,"gammaracanthus sp.","Gammaracanthus sp.",1,NA,"Slimy",14.4,35.2,"F",NA,3,0.8,0.7,NA
"S40",2017,2017-08-12,"giant chironomid","Chironomid",1,NA,"Slimy",14.4,35.2,"F",NA,3,0.8,0.7,NA
"S40",2017,2017-08-12,"sea lice","Miscellaneous Invert",19,NA,"Slimy",14.4,35.2,"F",NA,3,0.8,0.7,NA
"S41",2017,2017-08-12,"krill","Krill",5,NA,"Slimy",14.8,43,"F",NA,4,1.3,0.9,NA
"S41",2017,2017-08-12,"sea lice","Miscellaneous Invert",7,NA,"Slimy",14.8,43,"F",NA,4,1.3,0.9,NA
"S42",2017,2017-08-12,"krill","Krill",23,NA,"Slimy",12.9,27.7,"M",NA,3,0.5,0.7,NA
"S43",2017,2017-08-13,"gammaracanthus sp.","Gammaracanthus sp.",1,NA,"Slimy",12,18.5,"M",NA,4,0.3,NA,NA
"S43",2017,2017-08-13,"gammarids","Gammarus sp.",3,NA,"Slimy",12,18.5,"M",NA,4,0.3,NA,NA
"S44",2017,2017-08-13,"onisimus so.","Onisimus sp.",2,NA,"Slimy",9.8,11.9,"M",NA,2,0.4,0.1,NA
"S46",2017,2017-08-13,"krill","Krill",28,NA,"Slimy",11.2,20.6,"M",NA,5,0.4,0.2,NA
"S46",2017,2017-08-13,"fish larvae","Fish",9,NA,"Slimy",11.2,20.6,"M",NA,5,0.4,0.2,NA
"S46",2017,2017-08-13,"amphipod","Amphipod",1,NA,"Slimy",11.2,20.6,"M",NA,5,0.4,0.2,NA
"S47",2017,2017-08-13,"gammarid","Gammarus sp.",2,NA,"Slimy",15.9,65.8,"F",NA,5,2.7,1.7,NA
"S47",2017,2017-08-13,"krill","Krill",180,NA,"Slimy",15.9,65.8,"F",NA,5,2.7,1.7,NA
"S47",2017,2017-08-13,"sea fleas","Miscellaneous Invert",6,NA,"Slimy",15.9,65.8,"F",NA,5,2.7,1.7,NA
"S47",2017,2017-08-13,"sea angel","Sea Angel",1,NA,"Slimy",15.9,65.8,"F",NA,5,2.7,1.7,NA
"S47",2017,2017-08-13,"onisimus litoralis","Onisimus sp.",NA,NA,"Slimy",15.9,65.8,"F",NA,5,2.7,1.7,NA
"S48",2017,2017-08-13,"sea flea","Miscellaneous Invert",1,NA,"Slimy",22.1,126.3,"F",NA,2,2.3,2.2,NA
"S48",2017,2017-08-13,"krill","Krill",14,NA,"Slimy",22.1,126.3,"F",NA,2,2.3,2.2,NA
"S48",2017,2017-08-13,"sea angel","Sea Angel",1,NA,"Slimy",22.1,126.3,"F",NA,2,2.3,2.2,NA
"S48",2017,2017-08-13,"fish larvae","Fish",5,NA,"Slimy",22.1,126.3,"F",NA,2,2.3,2.2,NA
"S48",2017,2017-08-13,"piece plastic","Undigestible",1,NA,"Slimy",22.1,126.3,"F",NA,2,2.3,2.2,NA
"S49",2017,2017-08-14,"gammarids","Gammarus sp.",90,NA,"Slimy",17.5,68.5,"F",NA,5,2.7,1.9,NA
"S5",2017,2017-08-25,"gammarus/onisimus","Amphipod",40,NA,"Slimy",14.5,43.7,"M",NA,4,1.1,0.4,NA
"S5",2017,2017-08-25,"gammaracanthus sp.","Gammaracanthus sp.",3,NA,"Slimy",14.5,43.7,"M",NA,4,1.1,0.4,NA
"S5",2017,2017-08-25,"eusirus or apherusa","Amphipod",1,NA,"Slimy",14.5,43.7,"M",NA,4,1.1,0.4,NA
"S50",2017,2017-08-15,"gammarids","Gammarus sp.",50,NA,"Slimy",17.4,78.7,"F",NA,5,2.4,2,NA
"S50",2017,2017-08-15,"sand fleas","Miscellaneous Invert",3,NA,"Slimy",17.4,78.7,"F",NA,5,2.4,2,NA
"S50",2017,2017-08-15,"krill","Krill",4,NA,"Slimy",17.4,78.7,"F",NA,5,2.4,2,NA
"S50",2017,2017-08-15,"sea angel","Sea Angel",1,NA,"Slimy",17.4,78.7,"F",NA,5,2.4,2,NA
"S50",2017,2017-08-15,"fish fry","Fish",57,NA,"Slimy",17.4,78.7,"F",NA,5,2.4,2,NA
"S50",2017,2017-08-15,"char","Fish",NA,NA,"Slimy",17.4,78.7,"F",NA,5,2.4,2,NA
"S59",2017,2017-08-16,"gammarids","Gammarus sp.",NA,NA,"Slimy",14,37.7,"F",NA,5,0.4,0.5,NA
"S59",2017,2017-08-16,"onisimus sp","Onisimus sp.",NA,NA,"Slimy",14,37.7,"F",NA,5,0.4,0.5,NA
"S59",2017,2017-08-16,"krill","Krill",NA,NA,"Slimy",14,37.7,"F",NA,5,0.4,0.5,NA
"S59",2017,2017-08-16,"digested","Digested",NA,3.6,"Slimy",14,37.7,"F",NA,5,0.4,0.5,NA
"S6",2017,2017-08-25,"grit","Digested",1,NA,"Slimy",14.6,42,"F",NA,2,1.3,0.9,NA
"S6",2017,2017-08-25,"gammarus","Gammarus sp.",5,NA,"Slimy",14.6,42,"F",NA,2,1.3,0.9,NA
"S6",2017,2017-08-25,"digested","Digested",NA,NA,"Slimy",14.6,42,"F",NA,2,1.3,0.9,NA
"S62",2017,2017-08-17,"gammarids","Gammarus sp.",5,NA,"Slimy",12.9,30.2,"M",NA,3,1.2,0.2,NA
"S62",2017,2017-08-17,"red amphipod","Amphipod",3,NA,"Slimy",12.9,30.2,"M",NA,3,1.2,0.2,NA
"S62",2017,2017-08-17,"gammaracanthus sp","Gammaracanthus sp.",1,NA,"Slimy",12.9,30.2,"M",NA,3,1.2,0.2,NA
"S63",2017,2017-08-18,"unidentified amphipods","Amphipod",NA,NA,"Slimy",16.5,58.2,"M",NA,5,0.8,0.1,NA
"S63",2017,2017-08-18,"fish fry","Fish",36,NA,"Slimy",16.5,58.2,"M",NA,5,0.8,0.1,NA
"S64",2017,2017-08-18,"unidentified digesta","Digested",NA,NA,"Slimy",13.5,31.4,"M",NA,4,0.7,0.1,NA
"S64",2017,2017-08-18,"gammarid","Gammarus sp.",1,NA,"Slimy",13.5,31.4,"M",NA,4,0.7,0.1,NA
"S64",2017,2017-08-18,"fish fry","Fish",3,NA,"Slimy",13.5,31.4,"M",NA,4,0.7,0.1,NA
"S65",2017,2017-08-18,"copepods","Copepod",NA,0.2,"Slimy",14,29.8,"M",NA,5,0.6,1,NA
"S65",2017,2017-08-18,"fish fry","Fish",3,NA,"Slimy",14,29.8,"M",NA,5,0.6,1,NA
"S65",2017,2017-08-18,"amphipods","Amphipod",NA,0.9,"Slimy",14,29.8,"M",NA,5,0.6,1,NA
"S66",2017,2017-08-18,"gammarid","Gammarus sp.",1,NA,"Slimy",14.4,35.9,"F",NA,4,1.6,0.8,NA
"S66",2017,2017-08-18,"gammaracanthus","Gammaracanthus sp.",1,NA,"Slimy",14.4,35.9,"F",NA,4,1.6,0.8,NA
"S66",2017,2017-08-18,"amphipods","Amphipod",NA,NA,"Slimy",14.4,35.9,"F",NA,4,1.6,0.8,NA
"S66",2017,2017-08-18,"copepods","Copepod",NA,NA,"Slimy",14.4,35.9,"F",NA,4,1.6,0.8,NA
"S66",2017,2017-08-18,"fish fry","Fish",1,NA,"Slimy",14.4,35.9,"F",NA,4,1.6,0.8,NA
"S7",2017,2017-07-25,"gammarus","Gammarus sp.",14,NA,"Slimy",12.2,23.8,"M",NA,3,0.9,0.1,NA
"S7",2017,2017-07-25,"gammaracanthus sp.","Gammaracanthus sp.",1,NA,"Slimy",12.2,23.8,"M",NA,3,0.9,0.1,NA
"S74",2017,2017-08-21,"cnidarian jelly","Fish",NA,NA,"Slimy",17.2,59.7,"M",NA,2,1.1,1.6,NA
"S74",2017,2017-08-21,"fish larvae","Fish",1,NA,"Slimy",17.2,59.7,"M",NA,2,1.1,1.6,NA
"S74",2017,2017-08-21,"mysid","Mysid",1,NA,"Slimy",17.2,59.7,"M",NA,2,1.1,1.6,NA
"S74",2017,2017-08-21,"unidentified digesta","Digested",NA,NA,"Slimy",17.2,59.7,"M",NA,2,1.1,1.6,NA
"S84",2017,2017-08-22,"krill","Krill",3,NA,"Slimy",15.5,52.8,"F",NA,3,2.3,1.6,NA
"S84",2017,2017-08-22,"sea angel","Sea Angel",2,NA,"Slimy",15.5,52.8,"F",NA,3,2.3,1.6,NA
"S84",2017,2017-08-22,"onisimata","Onisimus sp.",2,NA,"Slimy",15.5,52.8,"F",NA,3,2.3,1.6,NA
"S84",2017,2017-08-22,"fish bits","Fish",NA,NA,"Slimy",15.5,52.8,"F",NA,3,2.3,1.6,NA
"S85",2017,2017-08-22,"krill","Krill",1,NA,"Slimy",16,50.5,"F",NA,1,1.7,1.1,NA
"S85",2017,2017-08-22,"sea angel","Sea Angel",1,NA,"Slimy",16,50.5,"F",NA,1,1.7,1.1,NA
"S86",2017,2017-08-22,"fish larvae","Fish",20,NA,"Slimy",21.5,107.3,"F",NA,4,2.1,1,NA
"S86",2017,2017-08-22,"snails","Miscellaneous Invert",6,NA,"Slimy",21.5,107.3,"F",NA,4,2.1,1,NA
"S86",2017,2017-08-22,"isopod","Miscellaneous Invert",1,NA,"Slimy",21.5,107.3,"F",NA,4,2.1,1,NA
"S86",2017,2017-08-22,"preserved","Digested",NA,NA,"Slimy",21.5,107.3,"F",NA,4,2.1,1,NA
"S87",2017,2017-08-23,"larvae","Fish",1,NA,"Slimy",19.9,116.3,"F",NA,4,6.5,8,NA
"S87",2017,2017-08-23,"sand fleas","Miscellaneous Invert",2,NA,"Slimy",19.9,116.3,"F",NA,4,6.5,8,NA
"S87",2017,2017-08-23,"lots of fish eyes","Fish",NA,NA,"Slimy",19.9,116.3,"F",NA,4,6.5,8,NA
"S87",2017,2017-08-23,"red amphipods","Amphipod",10,NA,"Slimy",19.9,116.3,"F",NA,4,6.5,8,NA
"S89",2017,2017-08-27,"krill","Krill",15,NA,"Slimy",13.5,35,"M",NA,5,0.8,0.5,NA
"S89",2017,2017-08-27,"copepod","Copepod",1,NA,"Slimy",13.5,35,"M",NA,5,0.8,0.5,NA
"S89",2017,2017-08-27,"fish larvae","Fish",18,NA,"Slimy",13.5,35,"M",NA,5,0.8,0.5,NA
"S89",2017,2017-08-27,"sea lice","Miscellaneous Invert",3,NA,"Slimy",13.5,35,"M",NA,5,0.8,0.5,NA
"S90",2017,2017-08-27,"krill","Krill",5,NA,"Slimy",14.5,43,"M",NA,3,1.3,0.2,NA
"S90",2017,2017-08-27,"copepods","Copepod",6,NA,"Slimy",14.5,43,"M",NA,3,1.3,0.2,NA
"S90",2017,2017-08-27,"sea lice","Miscellaneous Invert",1,NA,"Slimy",14.5,43,"M",NA,3,1.3,0.2,NA
"S90",2017,2017-08-27,"fish larvae","Fish",17,NA,"Slimy",14.5,43,"M",NA,3,1.3,0.2,NA
"SSM059",2018,2018-09-06,"unidentified","Digested",NA,2.242,"Fourhorn",24.6,139.9,"F",2.486,3,8.5,11.5,0.3
"SSM059",2018,2018-09-06,"onisimus littoralis","Onisimus sp.",2,0.085,"Fourhorn",24.6,139.9,"F",2.486,3,8.5,11.5,0.3
"SSM059",2018,2018-09-06,"krill","Krill",2,0.1,"Fourhorn",24.6,139.9,"F",2.486,3,8.5,11.5,0.3
"SSM045",2018,2018-08-26,"krill","Krill",1,0.084,"Fourhorn",27.1,224.4,"F",0.664,2,16.2,21,0.6
"SSM045",2018,2018-08-26,"unidentified","Digested",NA,0.587,"Fourhorn",27.1,224.4,"F",0.664,2,16.2,21,0.6
"SSM005a",2018,2018-08-01,"gammarus","Gammarus sp.",1,0.041,"Slimy",22,70,"F",0.041,2,2.1,2.7,NA
"SSM034",2018,2018-08-20,"gammarus","Gammarus sp.",1,0.115,"Fourhorn",25.9,177.8,"M",4.514,4,8.4,8.2,0.6
"SSM034",2018,2018-08-20,"larval fish","Fish",1,0.012,"Fourhorn",25.9,177.8,"M",4.514,4,8.4,8.2,0.6
"SSM034",2018,2018-08-20,"unidentified","Digested",NA,2.384,"Fourhorn",25.9,177.8,"M",4.514,4,8.4,8.2,0.6
"SSM034",2018,2018-08-20,"unidentified","Digested",NA,1.813,"Fourhorn",25.9,177.8,"M",4.514,4,8.4,8.2,0.6
"SSM044",2018,2018-08-26,"onisimus littoralis","Onisimus sp.",1,0.045,"Slimy",11.4,20.3,"F",0.19,2,0.6,0.2,0
"SSM044",2018,2018-08-26,"unidentified","Digested",NA,0.114,"Slimy",11.4,20.3,"F",0.19,2,0.6,0.2,0
"SSM052",2018,2018-09-02,"unidentified","Digested",NA,0.345,"Fourhorn",18.8,47.5,"M",0.386,2,1,2.9,0.1
"SSM054",2018,2018-09-03,"amphipod","Amphipod",NA,0.892,"Fourhorn",18.7,57.3,"F",1.257,3,1.9,1.3,0
"SSM054",2018,2018-09-03,"gammarus","Gammarus sp.",3,0.189,"Fourhorn",18.7,57.3,"F",1.257,3,1.9,1.3,0
"SSM054",2018,2018-09-03,"onisimus littoralis","Onisimus sp.",3,0.177,"Fourhorn",18.7,57.3,"F",1.257,3,1.9,1.3,0
"SSM022",2018,2018-08-09,"onisimus littoralis","Onisimus sp.",2,0.059,"Fourhorn",16.4,36.4,"M",2.58,5,0.7,1.3,0
"SSM022",2018,2018-08-09,"unidentified","Digested",NA,2.359,"Fourhorn",16.4,36.4,"M",2.58,5,0.7,1.3,0
"SSM035",2018,2018-08-20,"onisimus littoralis","Onisimus sp.",4,0.116,"Fourhorn",19.5,66,"M",6.645,5,2.2,2.1,0.1
"SSM035",2018,2018-08-20,"krill","Krill",3,0.006,"Fourhorn",19.5,66,"M",6.645,5,2.2,2.1,0.1
"SSM035",2018,2018-08-20,"larval fish","Fish",5,0.274,"Fourhorn",19.5,66,"M",6.645,5,2.2,2.1,0.1
"SSM035",2018,2018-08-20,"amphipod","Amphipod",NA,0.49,"Fourhorn",19.5,66,"M",6.645,5,2.2,2.1,0.1
"SSM035",2018,2018-08-20,"unidentified","Digested",NA,5.401,"Fourhorn",19.5,66,"M",6.645,5,2.2,2.1,0.1
"SSM053",2018,2018-09-03,"onisimus littoralis","Onisimus sp.",2,0.14,"Fourhorn",23.8,133.4,"M",1.811,3,7.6,7.3,0.2
"SSM053",2018,2018-09-03,"gammarus","Gammarus sp.",1,0.038,"Fourhorn",23.8,133.4,"M",1.811,3,7.6,7.3,0.2
"SSM053",2018,2018-09-03,"unidentified","Digested",NA,1.478,"Fourhorn",23.8,133.4,"M",1.811,3,7.6,7.3,0.2
"SSM030",2018,2018-08-14,"onisimus littoralis","Onisimus sp.",1,0.024,"Fourhorn",16,32.5,"F",0.087,2,0.8,0.5,0
"SSM030",2018,2018-08-14,"amphipod","Amphipod",NA,0.063,"Fourhorn",16,32.5,"F",0.087,2,0.8,0.5,0
"SSM006",2018,2018-08-03,"onisimus littoralis","Onisimus sp.",2,0.052,"Fourhorn",18.8,50,"F",0.751,2,1.6,2.7,0
"SSM006",2018,2018-08-03,"krill","Krill",1,0,"Fourhorn",18.8,50,"F",0.751,2,1.6,2.7,0
"SSM006",2018,2018-08-03,"amphipod","Amphipod",NA,0.699,"Fourhorn",18.8,50,"F",0.751,2,1.6,2.7,0
"SSM023",2018,2018-08-09,"krill","Krill",2,0,"Fourhorn",14.8,25.6,"M",0.315,3,0.3,0.1,0
"SSM023",2018,2018-08-09,"unidentified","Digested",NA,0.315,"Fourhorn",14.8,25.6,"M",0.315,3,0.3,0.1,0
"SSM016",2018,2018-08-08,"unidentified","Digested",NA,0.165,"Fourhorn",19.4,29.9,"M",0.285,2,0.4,0.4,0
"SSM016",2018,2018-08-08,"copepod","Miscellaneous",NA,0.13,"Fourhorn",19.4,29.9,"M",0.285,2,0.4,0.4,0
"SSM048",2018,2018-08-30,"unidentified","Digested",NA,0.965,"Fourhorn",24.5,126.8,"M",0.965,2,4.7,4.4,0.2
"SSM057",2018,2018-09-04,"larval fish","Fish",4,0.316,"Fourhorn",19,74.6,"F",4.28,5,4.3,5.7,0.2
"SSM057",2018,2018-09-04,"onisimus littoralis","Onisimus sp.",5,0.274,"Fourhorn",19,74.6,"F",4.28,5,4.3,5.7,0.2
"SSM057",2018,2018-09-04,"gammarus","Gammarus sp.",2,0.226,"Fourhorn",19,74.6,"F",4.28,5,4.3,5.7,0.2
"SSM057",2018,2018-09-04,"unidentified","Digested",NA,3.464,"Fourhorn",19,74.6,"F",4.28,5,4.3,5.7,0.2
"SSM005b",2018,2018-08-02,"onisimus littoralis","Onisimus sp.",1,0.019,"Fourhorn",24,130,"F",0.094,2,2.6,4.4,0.3
"SSM005b",2018,2018-08-02,"amphipod","Amphipod",NA,0.075,"Fourhorn",24,130,"F",0.094,2,2.6,4.4,0.3
"SSM046",2018,2018-08-28,"onisimus littoralis","Onisimus sp.",3,0.147,"Fourhorn",27,237.5,"F",15.738,5,15.7,16.6,1
"SSM046",2018,2018-08-28,"large black amphipod","Amphipod",1,0.247,"Fourhorn",27,237.5,"F",15.738,5,15.7,16.6,1
"SSM046",2018,2018-08-28,"unidentified","Digested",NA,15.344,"Fourhorn",27,237.5,"F",15.738,5,15.7,16.6,1
"SSM031",2018,2018-08-20,"larval fish","Fish",7,0.145,"Fourhorn",20.2,90.3,"M",5.507,5,3.2,2.8,0.2
"SSM031",2018,2018-08-20,"onisimus littoralis","Onisimus sp.",5,0.18,"Fourhorn",20.2,90.3,"M",5.507,5,3.2,2.8,0.2
"SSM031",2018,2018-08-20,"gammarus","Gammarus sp.",1,0.125,"Fourhorn",20.2,90.3,"M",5.507,5,3.2,2.8,0.2
"SSM031",2018,2018-08-20,"unidentified","Digested",NA,4.702,"Fourhorn",20.2,90.3,"M",5.507,5,3.2,2.8,0.2
"SSM007",2018,2018-08-04,"onisimus littoralis","Onisimus sp.",5,0.213,"Fourhorn",25.6,220,"F",19.563,5,11.6,9.7,0.4
"SSM007",2018,2018-08-04,"onisimus sp.","Onisimus sp.",NA,18.914,"Fourhorn",25.6,220,"F",19.563,5,11.6,9.7,0.4
"SSM007",2018,2018-08-04,"amphipod","Amphipod",NA,0.436,"Fourhorn",25.6,220,"F",19.563,5,11.6,9.7,0.4
"SSM036",2018,2018-08-20,"krill","Krill",7,3.03,"Fourhorn",15.4,29.6,"F",3.117,4,0.9,0.3,0
"SSM036",2018,2018-08-20,"onisimus littoralis","Onisimus sp.",NA,0.087,"Fourhorn",15.4,29.6,"F",3.117,4,0.9,0.3,0
"SSM027",2018,2018-08-10,"onisimus littoralis","Onisimus sp.",2,0.089,"Fourhorn",18,54.7,"F",2.98,4,1.6,2.4,0
"SSM027",2018,2018-08-10,"gammarus","Gammarus sp.",4,0.258,"Fourhorn",18,54.7,"F",2.98,4,1.6,2.4,0
"SSM027",2018,2018-08-10,"mysid shrimp","Mysid",2,0.046,"Fourhorn",18,54.7,"F",2.98,4,1.6,2.4,0
"SSM027",2018,2018-08-10,"unidentified","Digested",NA,2.587,"Fourhorn",18,54.7,"F",2.98,4,1.6,2.4,0
"SSM020",2018,2018-08-09,"unidentified","Digested",NA,0.306,"Fourhorn",16,47.7,"M",0.306,2,0.6,1.3,0
"SSM012",2018,2018-08-08,"unidentified","Digested",NA,0.54,"Slimy",NA,NA,"F",0.054,2,1,0.4,0
"SSM019",2018,2018-08-09,"krill","Krill",NA,1.822,"Fourhorn",14,23.1,"F",1.822,3,0.9,0.2,0
"SSM014",2018,2018-08-08,"krill pieces","Krill",1,0.152,"Fourhorn",28,51.3,"F",0.738,2,5.5,4.3,0.4
"SSM014",2018,2018-08-08,"unidentified","Digested",NA,0.031,"Fourhorn",28,51.3,"F",0.738,2,5.5,4.3,0.4
"SSM055",2018,2018-09-04,"onisimus bits","Onisimus sp.",15,0.737,"Fourhorn",28.2,282.2,"F",13.219,4,18,25.9,0.7
"SSM055",2018,2018-09-04,"unidentified","Digested",NA,12.482,"Fourhorn",28.2,282.2,"F",13.219,4,18,25.9,0.7
"SSM037",2018,2018-08-21,"onisimus littoralis","Onisimus sp.",5,0.36,"Fourhorn",26.2,181.5,"M",6.771,4,3.9,3.2,0.6
"SSM037",2018,2018-08-21,"larval fish","Fish",7,0.633,"Fourhorn",26.2,181.5,"M",6.771,4,3.9,3.2,0.6
"SSM037",2018,2018-08-21,"unidentified","Digested",NA,5.778,"Fourhorn",26.2,181.5,"M",6.771,4,3.9,3.2,0.6
"SSM056",2018,2018-09-04,"onisimus littoralis","Onisimus sp.",5,0.183,"Fourhorn",25.8,196.2,"F",2.453,3,11,14.7,0.4
"SSM056",2018,2018-09-04,"unidentified","Digested",NA,2.27,"Fourhorn",25.8,196.2,"F",2.453,3,11,14.7,0.4
"SSM041",2018,2018-08-26,"unidentified","Digested",NA,2.557,"Fourhorn",20.8,94.9,"M",4.041,4,4.3,5.4,0.2
"SSM041",2018,2018-08-26,"gammarus","Gammarus sp.",1,0.12,"Fourhorn",20.8,94.9,"M",4.041,4,4.3,5.4,0.2
"SSM041",2018,2018-08-26,"onisimus littoralis","Onisimus sp.",2,0.166,"Fourhorn",20.8,94.9,"M",4.041,4,4.3,5.4,0.2
"SSM041",2018,2018-08-26,"larval fish","Fish",5,0.177,"Fourhorn",20.8,94.9,"M",4.041,4,4.3,5.4,0.2
"SSM024b",2018,2018-08-10,"sea angel","Sea Angel",1,0.053,"Fourhorn",24.8,92.8,"M",1.783,3,4.2,4,0.4
"SSM024b",2018,2018-08-10,"unidentified","Digested",NA,1.73,"Fourhorn",24.8,92.8,"M",1.783,3,4.2,4,0.4
"SSM026",2018,2018-08-10,"unidentified","Digested",NA,3.266,"Fourhorn",28.8,212.5,"F",3.267,3,12.9,12.7,0.4
"SSM038",2018,2018-08-21,"unidentified","Digested",NA,0.833,"Slimy",13.8,20.7,"M",0.833,4,0.5,0.3,0
"SSM047",2018,2018-08-30,"unidentified","Digested",1,0.121,"Fourhorn",25.9,163.2,"F",0.857,2,11.5,16.4,0.3
"SSM047",2018,2018-08-30,"unidentified","Digested",NA,0.736,"Fourhorn",25.9,163.2,"F",0.857,2,11.5,16.4,0.3
"SSM032",2018,2018-08-20,"unidentified","Digested",NA,11.838,"Fourhorn",25.2,197.1,"M",12.521,5,6.8,8.9,0.4
"SSM032",2018,2018-08-20,"onisimus littoralis","Onisimus sp.",4,0.418,"Fourhorn",25.2,197.1,"M",12.521,5,6.8,8.9,0.4
"SSM032",2018,2018-08-20,"larval fish","Fish",1,0.151,"Fourhorn",25.2,197.1,"M",12.521,5,6.8,8.9,0.4
"SSM032",2018,2018-08-20,"krill","Krill",2,0.114,"Fourhorn",25.2,197.1,"M",12.521,5,6.8,8.9,0.4
"SSM021",2018,2018-08-09,"krill","Krill",1,0.085,"Fourhorn",17,38.2,"F",1.813,4,0.8,1,0
"SSM021",2018,2018-08-09,"unidentified","Digested",NA,1.673,"Fourhorn",17,38.2,"F",1.813,4,0.8,1,0
"SSM039",2018,2018-08-21,"onisimus littoralis","Onisimus sp.",3,0.171,"Slimy",15.4,56.2,"F",2.751,4,2.3,2.6,0
"SSM039",2018,2018-08-21,"larval fish","Fish",1,0.031,"Slimy",15.4,56.2,"F",2.751,4,2.3,2.6,0
"SSM039",2018,2018-08-21,"unidentified","Digested",NA,2.549,"Slimy",15.4,56.2,"F",2.751,4,2.3,2.6,0
"SSM025",2018,2018-08-10,"unidentified","Digested",NA,0.839,"Fourhorn",20.1,58.3,"M",0.84,3,1.2,3.6,0.1
"SSM040",2018,2018-08-21,"krill","Krill",2,0.122,"Fourhorn",20.8,80.3,"F",1.937,3,3.5,3.6,0
"SSM040",2018,2018-08-21,"unidentified","Digested",NA,1.815,"Fourhorn",20.8,80.3,"F",1.937,3,3.5,3.6,0
"SSM009",2018,2018-08-07,"unidentified","Digested",NA,1.105,"Fourhorn",21.2,110,"F",1.107,3,7.3,5,0.2
"SSM058",2018,2018-09-06,"onisimus littoralis","Onisimus sp.",9,0.515,"Fourhorn",24.8,184.8,"F",4.402,3,14.9,23.5,0.4
"SSM058",2018,2018-09-06,"unidentified","Digested",NA,3.887,"Fourhorn",24.8,184.8,"F",4.402,3,14.9,23.5,0.4
"SSM043",2018,2018-08-26,"krill","Krill",2,0.072,"Slimy",17.9,82.3,"F",0.325,2,4.7,4.5,0
"SSM043",2018,2018-08-26,"unidentified","Digested",NA,0.253,"Slimy",17.9,82.3,"F",0.325,2,4.7,4.5,0
"SSM018",2018,2018-08-09,"unidentified","Digested",NA,1.475,"Fourhorn",25.6,167.6,"F",1.475,2,8.3,9.3,0.3
"SSM004",2018,2018-07-31,"onisimus littoralis","Onisimus sp.",10,1.629,"Fourhorn",27.5,150,"F",5.187,3,7.7,6.7,0.2
"SSM004",2018,2018-07-31,"algae","Algae",NA,3.558,"Fourhorn",27.5,150,"F",5.187,3,7.7,6.7,0.2
"SSM002",2018,2018-07-31,"unidentified","Digested",NA,3.468,"Fourhorn",26.1,100,"F",3.468,3,6.9,7.1,0.2
"SSM024a",2018,2018-08-09,"unidentified","Digested",NA,1.296,"Fourhorn",11.8,13.9,"M",1.296,5,0.4,0.6,0
"SSM013",2018,2018-08-08,"unidentified","Digested",NA,0.471,"Fourhorn",30,35.1,"F",0.471,3,0.7,1.1,0
"SSM017",2018,2018-08-08,"unidentified","Digested",NA,2.336,"Fourhorn",25,100,"F",2.336,3,3.4,4.1,0.4
"SSM033",2018,2018-08-20,"krill","Krill",4,3.182,"Fourhorn",20.4,65.7,"F",4.391,4,1.9,1.3,0.1
"SSM033",2018,2018-08-20,"larval fish","Fish",7,0.275,"Fourhorn",20.4,65.7,"F",4.391,4,1.9,1.3,0.1
"SSM033",2018,2018-08-20,"amphipod","Amphipod",NA,0.934,"Fourhorn",20.4,65.7,"F",4.391,4,1.9,1.3,0.1
"SSM016",2018,2018-08-08,"unidentified","Digested",NA,2.833,"Fourhorn",19.4,29.9,"M",0.285,2,0.4,0.4,0
"SSM016",2018,2018-08-08,"unidentified","Digested",NA,0.005,"Fourhorn",19.4,29.9,"M",0.285,2,0.4,0.4,0
