Fish_ID,Year,Date,Content,Category,Count,Mass,Species,TL_mm,Mass_g,Sex,Diet_Mass_g,GutFullness,Liver_Mass_g,Gonad_Mass_g,Heart_Mass_g
S1,2017,7/24/17,gammaracanthus sp.,Gammaracanthus sp.,1,NA,Slimy,14.2,42.4,M,NA,5,1.4,0.5,NA
S1,2017,7/24/17,amphipods,Amphipod,13,NA,Slimy,14.2,42.4,M,NA,5,1.4,0.5,NA
S1,2017,7/24/17,onisimus/apherusa/eusirus,Amphipod,12,NA,Slimy,14.2,42.4,M,NA,5,1.4,0.5,NA
S1,2017,7/24/17,krill,Krill,5,NA,Slimy,14.2,42.4,M,NA,5,1.4,0.5,NA
S12,2017,7/26/17,gammarus/onisimus,Amphipod,20,NA,Slimy,15.2,52.1,M,NA,3,2,1.1,NA
S12,2017,7/26/17,krill,Krill,2,NA,Slimy,15.2,52.1,M,NA,3,2,1.1,NA
S12,2017,7/26/17,gammaracanthus sp.,Gammaracanthus sp.,3,NA,Slimy,15.2,52.1,M,NA,3,2,1.1,NA
S13,2017,7/26/17,gammarus/onisimus,Amphipod,35,NA,Slimy,16,59.2,F,NA,4,2.7,1.9,NA
S13,2017,7/26/17,krill,Krill,1,NA,Slimy,16,59.2,F,NA,4,2.7,1.9,NA
S13,2017,7/26/17,gammaracanthus sp.,Gammaracanthus sp.,1,NA,Slimy,16,59.2,F,NA,4,2.7,1.9,NA
S2,2017,7/24/17,onisimus,Onisimus sp.,9,NA,Slimy,13.2,33.3,F,NA,4,1.4,0.5,NA
S2,2017,7/24/17,gammarus,Gammarus sp.,31,NA,Slimy,13.2,33.3,F,NA,4,1.4,0.5,NA
S2,2017,7/24/17,gammaracanthus sp.,Gammaracanthus sp.,1,NA,Slimy,13.2,33.3,F,NA,4,1.4,0.5,NA
S22,2017,8/2/17,gammarus/onisimus,Amphipod,3,NA,Slimy,14,18.3,F,NA,4,0.6,0.3,NA
S22,2017,8/2/17,grit,Digested,NA,NA,Slimy,14,18.3,F,NA,4,0.6,0.3,NA
S23,2017,8/2/17,krill,Krill,3,NA,Slimy,11.4,6.7,M,NA,3,0.3,NA,NA
S23,2017,8/2/17,gammarus/onisimus,Amphipod,3,NA,Slimy,11.4,6.7,M,NA,3,0.3,NA,NA
S23,2017,8/2/17,grit,Digested,NA,NA,Slimy,11.4,6.7,M,NA,3,0.3,NA,NA
S24,2017,8/3/17,gammarus/onisimus,Amphipod,16,NA,Slimy,17.7,69.7,F,NA,3,3.5,2.3,NA
S24,2017,8/3/17,many parasites in gut,Undigestible,NA,NA,Slimy,17.7,69.7,F,NA,3,3.5,2.3,NA
S25,2017,8/3/17,gammaracanthus sp.,Gammaracanthus sp.,1,NA,Slimy,17.7,73.7,F,NA,4,3.8,3.7,NA
S25,2017,8/3/17,amphipods,Amphipod,11,NA,Slimy,17.7,73.7,F,NA,4,3.8,3.7,NA
S26,2017,8/3/17,gammarus/onisimus,Amphipod,1,NA,Slimy,16,59.7,F,NA,1,3.3,1.9,NA
S27,2017,8/3/17,gammaracanthus sp.,Gammaracanthus sp.,1,NA,Slimy,17.7,80,F,NA,3,3.6,3.1,NA
S27,2017,8/3/17,gammarus/onisimus,Amphipod,2,NA,Slimy,17.7,80,F,NA,3,3.6,3.1,NA
S27,2017,8/3/17,digested,Digested,NA,NA,Slimy,17.7,80,F,NA,3,3.6,3.1,NA
S28,2017,8/3/17,jelly fish,Jellyfish,1,NA,Slimy,18,73.4,F,NA,3,3,3.8,NA
S28,2017,8/3/17,amphipods,Amphipod,4,NA,Slimy,18,73.4,F,NA,3,3,3.8,NA
S28,2017,8/3/17,gammaracanthus sp.,Gammaracanthus sp.,1,NA,Slimy,18,73.4,F,NA,3,3,3.8,NA
S28,2017,8/3/17,parasites in gut,Undigestible,NA,NA,Slimy,18,73.4,F,NA,3,3,3.8,NA
S29,2017,8/3/17,amphipod,Amphipod,7,NA,Slimy,17.6,72.2,F,NA,4,3.5,2.2,NA
S29,2017,8/3/17,gammaracanthus sp.,Gammaracanthus sp.,1,NA,Slimy,17.6,72.2,F,NA,4,3.5,2.2,NA
S29,2017,8/3/17,krill,Krill,3,NA,Slimy,17.6,72.2,F,NA,4,3.5,2.2,NA
S29,2017,8/3/17,parasites in gut,Undigestible,NA,NA,Slimy,17.6,72.2,F,NA,4,3.5,2.2,NA
S3,2017,7/24/17,onisimus,Onisimus sp.,3,NA,Slimy,4.2,0.8,I,NA,3,NA,NA,NA
S30,2017,8/3/17,krill,Krill,5,NA,Slimy,15.4,49.3,F,NA,4,2.3,1.3,NA
S30,2017,8/3/17,grit,Digested,NA,NA,Slimy,15.4,49.3,F,NA,4,2.3,1.3,NA
S30,2017,8/3/17,gammarus/onisimus,Amphipod,5,NA,Slimy,15.4,49.3,F,NA,4,2.3,1.3,NA
S31,2017,8/3/17,gammarus/onisimus,Amphipod,3,NA,Slimy,15.6,45.4,F,NA,4,1.9,1.3,NA
S31,2017,8/3/17,giant chironomid,Chironomid,3,NA,Slimy,15.6,45.4,F,NA,4,1.9,1.3,NA
S32,2017,8/6/17,krill,Krill,10,NA,Fourhorn,17.9,78.6,M,NA,5,4.2,0.1,NA
S32,2017,8/6/17,amphipods,Amphipod,20,NA,Fourhorn,17.9,78.6,M,NA,5,4.2,0.1,NA
S32,2017,8/6/17,gammaracanthus sp.,Gammaracanthus sp.,1,NA,Fourhorn,17.9,78.6,M,NA,5,4.2,0.1,NA
S32,2017,8/6/17,onisimus or eusirus,Amphipod,10,NA,Fourhorn,17.9,78.6,M,NA,5,4.2,0.1,NA
S33,2017,8/6/17,copepods,Copepod,10,NA,Fourhorn,16,50.5,M,NA,5,1.5,NA,NA
S33,2017,8/6/17,krill,Krill,10,NA,Fourhorn,16,50.5,M,NA,5,1.5,NA,NA
S33,2017,8/6/17,onisimus or eusirus,Amphipod,15,NA,Fourhorn,16,50.5,M,NA,5,1.5,NA,NA
S33,2017,8/6/17,gammarus,Gammarus sp.,15,NA,Fourhorn,16,50.5,M,NA,5,1.5,NA,NA
S34,2017,8/9/17,unidentified digesta,Digested,NA,NA,Slimy,17,62.5,M,NA,4,3.1,1.7,NA
S37,2017,8/10/17,krill,Krill,25,NA,Slimy,14.5,34.2,M,NA,4,1,0.6,NA
S37,2017,8/10/17,red shrimp,Mysid,3,NA,Slimy,14.5,34.2,M,NA,4,1,0.6,NA
S38,2017,8/12/17,sea lice,Copepod,2,NA,Slimy,12.5,21.8,M,NA,3,0.7,NA,NA
S38,2017,8/12/17,chironomid,Chironomid,1,NA,Slimy,12.5,21.8,M,NA,3,0.7,NA,NA
S38,2017,8/12/17,copepods,Copepod,13,NA,Slimy,12.5,21.8,M,NA,3,0.7,NA,NA
S38,2017,8/12/17,onisimus sp.,Onisimus sp.,2,NA,Slimy,12.5,21.8,M,NA,3,0.7,NA,NA
S38,2017,8/12/17,gammarids,Gammarus sp.,2,NA,Slimy,12.5,21.8,M,NA,3,0.7,NA,NA
S39,2017,8/12/17,caprellid amphipod,Amphipod,1,NA,Slimy,15.2,39.8,M,NA,3,0.9,0.2,NA
S39,2017,8/12/17,copepod,Copepod,1,NA,Slimy,15.2,39.8,M,NA,3,0.9,0.2,NA
S39,2017,8/12/17,fish eyes,Fish,NA,NA,Slimy,15.2,39.8,M,NA,3,0.9,0.2,NA
S39,2017,8/12/17,nematode parasite,Undigestible,1,NA,Slimy,15.2,39.8,M,NA,3,0.9,0.2,NA
S4,2017,8/25/17,gammaracanthus sp.,Gammaracanthus sp.,3,NA,Slimy,15.8,55.5,F,NA,3,1.9,1.9,NA
S4,2017,8/25/17,gammarus,Gammarus sp.,23,NA,Slimy,15.8,55.5,F,NA,3,1.9,1.9,NA
S40,2017,8/12/17,gammaracanthus sp.,Gammaracanthus sp.,1,NA,Slimy,14.4,35.2,F,NA,3,0.8,0.7,NA
S40,2017,8/12/17,giant chironomid,Chironomid,1,NA,Slimy,14.4,35.2,F,NA,3,0.8,0.7,NA
S40,2017,8/12/17,sea lice,Copepod,19,NA,Slimy,14.4,35.2,F,NA,3,0.8,0.7,NA
S41,2017,8/12/17,krill,Krill,5,NA,Slimy,14.8,43,F,NA,4,1.3,0.9,NA
S41,2017,8/12/17,sea lice,Copepod,7,NA,Slimy,14.8,43,F,NA,4,1.3,0.9,NA
S42,2017,8/12/17,krill,Krill,23,NA,Slimy,12.9,27.7,M,NA,3,0.5,0.7,NA
S43,2017,8/13/17,gammaracanthus sp.,Gammaracanthus sp.,1,NA,Slimy,12,18.5,M,NA,4,0.3,NA,NA
S43,2017,8/13/17,gammarids,Gammarus sp.,3,NA,Slimy,12,18.5,M,NA,4,0.3,NA,NA
S44,2017,8/13/17,onisimus so.,Onisimus sp.,2,NA,Slimy,9.8,11.9,M,NA,2,0.4,0.1,NA
S46,2017,8/13/17,krill,Krill,28,NA,Slimy,11.2,20.6,M,NA,5,0.4,0.2,NA
S46,2017,8/13/17,fish larvae,Fish,9,NA,Slimy,11.2,20.6,M,NA,5,0.4,0.2,NA
S46,2017,8/13/17,amphipod,Amphipod,1,NA,Slimy,11.2,20.6,M,NA,5,0.4,0.2,NA
S47,2017,8/13/17,gammarid,Gammarus sp.,2,NA,Slimy,15.9,65.8,F,NA,5,2.7,1.7,NA
S47,2017,8/13/17,krill,Krill,180,NA,Slimy,15.9,65.8,F,NA,5,2.7,1.7,NA
S47,2017,8/13/17,sea fleas,Amphipod,6,NA,Slimy,15.9,65.8,F,NA,5,2.7,1.7,NA
S47,2017,8/13/17,sea angel,Sea Angel,1,NA,Slimy,15.9,65.8,F,NA,5,2.7,1.7,NA
S47,2017,8/13/17,onisimus litoralis,Onisimus sp.,NA,NA,Slimy,15.9,65.8,F,NA,5,2.7,1.7,NA
S48,2017,8/13/17,sea flea,Amphipod,1,NA,Slimy,22.1,126.3,F,NA,2,2.3,2.2,NA
S48,2017,8/13/17,krill,Krill,14,NA,Slimy,22.1,126.3,F,NA,2,2.3,2.2,NA
S48,2017,8/13/17,sea angel,Sea Angel,1,NA,Slimy,22.1,126.3,F,NA,2,2.3,2.2,NA
S48,2017,8/13/17,fish larvae,Fish,5,NA,Slimy,22.1,126.3,F,NA,2,2.3,2.2,NA
S48,2017,8/13/17,piece plastic,Undigestible,1,NA,Slimy,22.1,126.3,F,NA,2,2.3,2.2,NA
S49,2017,8/14/17,gammarids,Gammarus sp.,90,NA,Slimy,17.5,68.5,F,NA,5,2.7,1.9,NA
S5,2017,8/25/17,gammarus/onisimus,Amphipod,40,NA,Slimy,14.5,43.7,M,NA,4,1.1,0.4,NA
S5,2017,8/25/17,gammaracanthus sp.,Gammaracanthus sp.,3,NA,Slimy,14.5,43.7,M,NA,4,1.1,0.4,NA
S5,2017,8/25/17,eusirus or apherusa,Amphipod,1,NA,Slimy,14.5,43.7,M,NA,4,1.1,0.4,NA
S50,2017,8/15/17,gammarids,Gammarus sp.,50,NA,Slimy,17.4,78.7,F,NA,5,2.4,2,NA
S50,2017,8/15/17,sand fleas,Amphipod,3,NA,Slimy,17.4,78.7,F,NA,5,2.4,2,NA
S50,2017,8/15/17,krill,Krill,4,NA,Slimy,17.4,78.7,F,NA,5,2.4,2,NA
S50,2017,8/15/17,sea angel,Sea Angel,1,NA,Slimy,17.4,78.7,F,NA,5,2.4,2,NA
S50,2017,8/15/17,fish fry,Fish,57,NA,Slimy,17.4,78.7,F,NA,5,2.4,2,NA
S50,2017,8/15/17,char,Fish,NA,NA,Slimy,17.4,78.7,F,NA,5,2.4,2,NA
S59,2017,8/16/17,gammarids,Gammarus sp.,NA,NA,Slimy,14,37.7,F,NA,5,0.4,0.5,NA
S59,2017,8/16/17,onisimus sp,Onisimus sp.,NA,NA,Slimy,14,37.7,F,NA,5,0.4,0.5,NA
S59,2017,8/16/17,krill,Krill,NA,NA,Slimy,14,37.7,F,NA,5,0.4,0.5,NA
S59,2017,8/16/17,digested,Digested,NA,3.6,Slimy,14,37.7,F,NA,5,0.4,0.5,NA
S6,2017,8/25/17,grit,Digested,1,NA,Slimy,14.6,42,F,NA,2,1.3,0.9,NA
S6,2017,8/25/17,gammarus,Gammarus sp.,5,NA,Slimy,14.6,42,F,NA,2,1.3,0.9,NA
S6,2017,8/25/17,digested,Digested,NA,NA,Slimy,14.6,42,F,NA,2,1.3,0.9,NA
S62,2017,8/17/17,gammarids,Gammarus sp.,5,NA,Slimy,12.9,30.2,M,NA,3,1.2,0.2,NA
S62,2017,8/17/17,red amphipod,Amphipod,3,NA,Slimy,12.9,30.2,M,NA,3,1.2,0.2,NA
S62,2017,8/17/17,gammaracanthus sp,Gammaracanthus sp.,1,NA,Slimy,12.9,30.2,M,NA,3,1.2,0.2,NA
S63,2017,8/18/17,unidentified amphipods,Amphipod,NA,NA,Slimy,16.5,58.2,M,NA,5,0.8,0.1,NA
S63,2017,8/18/17,fish fry,Fish,36,NA,Slimy,16.5,58.2,M,NA,5,0.8,0.1,NA
S64,2017,8/18/17,unidentified digesta,Digested,NA,NA,Slimy,13.5,31.4,M,NA,4,0.7,0.1,NA
S64,2017,8/18/17,gammarid,Gammarus sp.,1,NA,Slimy,13.5,31.4,M,NA,4,0.7,0.1,NA
S64,2017,8/18/17,fish fry,Fish,3,NA,Slimy,13.5,31.4,M,NA,4,0.7,0.1,NA
S65,2017,8/18/17,copepods,Copepod,NA,0.2,Slimy,14,29.8,M,NA,5,0.6,1,NA
S65,2017,8/18/17,fish fry,Fish,3,NA,Slimy,14,29.8,M,NA,5,0.6,1,NA
S65,2017,8/18/17,amphipods,Amphipod,NA,0.9,Slimy,14,29.8,M,NA,5,0.6,1,NA
S66,2017,8/18/17,gammarid,Gammarus sp.,1,NA,Slimy,14.4,35.9,F,NA,4,1.6,0.8,NA
S66,2017,8/18/17,gammaracanthus,Gammaracanthus sp.,1,NA,Slimy,14.4,35.9,F,NA,4,1.6,0.8,NA
S66,2017,8/18/17,amphipods,Amphipod,NA,NA,Slimy,14.4,35.9,F,NA,4,1.6,0.8,NA
S66,2017,8/18/17,copepods,Copepod,NA,NA,Slimy,14.4,35.9,F,NA,4,1.6,0.8,NA
S66,2017,8/18/17,fish fry,Fish,1,NA,Slimy,14.4,35.9,F,NA,4,1.6,0.8,NA
S7,2017,7/25/17,gammarus,Gammarus sp.,14,NA,Slimy,12.2,23.8,M,NA,3,0.9,0.1,NA
S7,2017,7/25/17,gammaracanthus sp.,Gammaracanthus sp.,1,NA,Slimy,12.2,23.8,M,NA,3,0.9,0.1,NA
S74,2017,8/21/17,cnidarian jelly,Jellyfish,NA,NA,Slimy,17.2,59.7,M,NA,2,1.1,1.6,NA
S74,2017,8/21/17,fish larvae,Fish,1,NA,Slimy,17.2,59.7,M,NA,2,1.1,1.6,NA
S74,2017,8/21/17,mysid,Mysid,1,NA,Slimy,17.2,59.7,M,NA,2,1.1,1.6,NA
S74,2017,8/21/17,unidentified digesta,Digested,NA,NA,Slimy,17.2,59.7,M,NA,2,1.1,1.6,NA
S84,2017,8/22/17,krill,Krill,3,NA,Slimy,15.5,52.8,F,NA,3,2.3,1.6,NA
S84,2017,8/22/17,sea angel,Sea Angel,2,NA,Slimy,15.5,52.8,F,NA,3,2.3,1.6,NA
S84,2017,8/22/17,onisimata,Onisimus sp.,2,NA,Slimy,15.5,52.8,F,NA,3,2.3,1.6,NA
S84,2017,8/22/17,fish bits,Fish,NA,NA,Slimy,15.5,52.8,F,NA,3,2.3,1.6,NA
S85,2017,8/22/17,krill,Krill,1,NA,Slimy,16,50.5,F,NA,1,1.7,1.1,NA
S85,2017,8/22/17,sea angel,Sea Angel,1,NA,Slimy,16,50.5,F,NA,1,1.7,1.1,NA
S86,2017,8/22/17,fish larvae,Fish,20,NA,Slimy,21.5,107.3,F,NA,4,2.1,1,NA
S86,2017,8/22/17,snails,Miscellaneous Invert,6,NA,Slimy,21.5,107.3,F,NA,4,2.1,1,NA
S86,2017,8/22/17,isopod,Miscellaneous Invert,1,NA,Slimy,21.5,107.3,F,NA,4,2.1,1,NA
S86,2017,8/22/17,preserved,Digested,NA,NA,Slimy,21.5,107.3,F,NA,4,2.1,1,NA
S87,2017,8/23/17,larvae,Fish,1,NA,Slimy,19.9,116.3,F,NA,4,6.5,8,NA
S87,2017,8/23/17,sand fleas,Amphipod,2,NA,Slimy,19.9,116.3,F,NA,4,6.5,8,NA
S87,2017,8/23/17,lots of fish eyes,Fish,NA,NA,Slimy,19.9,116.3,F,NA,4,6.5,8,NA
S87,2017,8/23/17,red amphipods,Amphipod,10,NA,Slimy,19.9,116.3,F,NA,4,6.5,8,NA
S89,2017,8/27/17,krill,Krill,15,NA,Slimy,13.5,35,M,NA,5,0.8,0.5,NA
S89,2017,8/27/17,copepod,Copepod,1,NA,Slimy,13.5,35,M,NA,5,0.8,0.5,NA
S89,2017,8/27/17,fish larvae,Fish,18,NA,Slimy,13.5,35,M,NA,5,0.8,0.5,NA
S89,2017,8/27/17,sea lice,Copepod,3,NA,Slimy,13.5,35,M,NA,5,0.8,0.5,NA
S90,2017,8/27/17,krill,Krill,5,NA,Slimy,14.5,43,M,NA,3,1.3,0.2,NA
S90,2017,8/27/17,copepods,Copepod,6,NA,Slimy,14.5,43,M,NA,3,1.3,0.2,NA
S90,2017,8/27/17,sea lice,Copepod,1,NA,Slimy,14.5,43,M,NA,3,1.3,0.2,NA
S90,2017,8/27/17,fish larvae,Fish,17,NA,Slimy,14.5,43,M,NA,3,1.3,0.2,NA
SSM001,2018,7/31/18,Empty,Empty,NA,NA,Slimy,16.9,50,F,0,1,0.9,0.8,NA
SSM002,2018,7/31/18,unidentified,Digested,NA,3.468,Fourhorn,26.1,100,F,3.468,3,6.9,7.1,0.2
SSM003,2018,7/31/18,Empty,Empty,NA,NA,Fourhorn,27.1,200,F,0,1,9.7,8.7,0.5
SSM004,2018,7/31/18,onisimus littoralis,Onisimus sp.,10,1.629,Fourhorn,27.5,150,F,5.187,3,7.7,6.7,0.2
SSM004,2018,7/31/18,algae,Algae,NA,3.558,Fourhorn,27.5,150,F,5.187,3,7.7,6.7,0.2
SSM005a,2018,8/1/18,gammarus,Gammarus sp.,1,0.041,Slimy,22,70,F,0.041,2,2.1,2.7,NA
SSM005b,2018,8/2/18,onisimus littoralis,Onisimus sp.,1,0.019,Fourhorn,24,130,F,0.094,2,2.6,4.4,0.3
SSM005b,2018,8/2/18,amphipod,Amphipod,NA,0.075,Fourhorn,24,130,F,0.094,2,2.6,4.4,0.3
SSM006,2018,8/3/18,onisimus littoralis,Onisimus sp.,2,0.052,Fourhorn,18.8,50,F,0.751,2,1.6,2.7,0
SSM006,2018,8/3/18,krill,Krill,1,0,Fourhorn,18.8,50,F,0.751,2,1.6,2.7,0
SSM006,2018,8/3/18,amphipod,Amphipod,NA,0.699,Fourhorn,18.8,50,F,0.751,2,1.6,2.7,0
SSM007,2018,8/4/18,onisimus littoralis,Onisimus sp.,5,0.213,Fourhorn,25.6,220,F,19.563,5,11.6,9.7,0.4
SSM007,2018,8/4/18,onisimus sp.,Onisimus sp.,NA,18.914,Fourhorn,25.6,220,F,19.563,5,11.6,9.7,0.4
SSM007,2018,8/4/18,amphipod,Amphipod,NA,0.436,Fourhorn,25.6,220,F,19.563,5,11.6,9.7,0.4
SSM008,2018,8/7/18,Unidentified,Unidentified,NA,NA,Fourhorn,24.4,150,F,0.846,2,7,6.4,0.3
SSM009,2018,8/7/18,unidentified,Digested,NA,1.105,Fourhorn,21.2,110,F,1.107,3,7.3,5,0.2
SSM010,2018,8/7/18,Empty,Empty,NA,NA,Slimy,12.2,12.8,F,0,1,0.3,0.1,0
SSM011,2018,8/7/18,Empty,Empty,NA,NA,Fourhorn,14,31.3,F,0,1,0.7,0.9,0
SSM012,2018,8/8/18,unidentified,Digested,NA,0.54,Slimy,NA,NA,F,0.054,2,1,0.4,0
SSM013,2018,8/8/18,unidentified,Digested,NA,0.471,Fourhorn,30,35.1,F,0.471,3,0.7,1.1,0
SSM014,2018,8/8/18,krill pieces,Krill,1,0.152,Fourhorn,28,51.3,F,0.738,2,5.5,4.3,0.4
SSM014,2018,8/8/18,unidentified,Digested,NA,0.031,Fourhorn,28,51.3,F,0.738,2,5.5,4.3,0.4
SSM015,2018,8/8/18,Unidentified,Unidentified,NA,NA,Fourhorn,26,100,F,2.838,3,4.8,4.6,0.3
SSM016,2018,8/8/18,unidentified,Digested,NA,0.165,Fourhorn,19.4,29.9,M,0.285,2,0.4,0.4,0
SSM016,2018,8/8/18,copepod,Copepod,NA,0.13,Fourhorn,19.4,29.9,M,0.285,2,0.4,0.4,0
SSM016,2018,8/8/18,unidentified,Digested,NA,2.833,Fourhorn,19.4,29.9,M,0.285,2,0.4,0.4,0
SSM016,2018,8/8/18,unidentified,Digested,NA,0.005,Fourhorn,19.4,29.9,M,0.285,2,0.4,0.4,0
SSM017,2018,8/8/18,unidentified,Digested,NA,2.336,Fourhorn,25,100,F,2.336,3,3.4,4.1,0.4
SSM018,2018,8/9/18,unidentified,Digested,NA,1.475,Fourhorn,25.6,167.6,F,1.475,2,8.3,9.3,0.3
SSM019,2018,8/9/18,krill,Krill,NA,1.822,Fourhorn,14,23.1,F,1.822,3,0.9,0.2,0
SSM020,2018,8/9/18,unidentified,Digested,NA,0.306,Fourhorn,16,47.7,M,0.306,2,0.6,1.3,0
SSM021,2018,8/9/18,krill,Krill,1,0.085,Fourhorn,17,38.2,F,1.813,4,0.8,1,0
SSM021,2018,8/9/18,unidentified,Digested,NA,1.673,Fourhorn,17,38.2,F,1.813,4,0.8,1,0
SSM022,2018,8/9/18,onisimus littoralis,Onisimus sp.,2,0.059,Fourhorn,16.4,36.4,M,2.58,5,0.7,1.3,0
SSM022,2018,8/9/18,unidentified,Digested,NA,2.359,Fourhorn,16.4,36.4,M,2.58,5,0.7,1.3,0
SSM023,2018,8/9/18,krill,Krill,2,0,Fourhorn,14.8,25.6,M,0.315,3,0.3,0.1,0
SSM023,2018,8/9/18,unidentified,Digested,NA,0.315,Fourhorn,14.8,25.6,M,0.315,3,0.3,0.1,0
SSM024a,2018,8/9/18,unidentified,Digested,NA,1.296,Fourhorn,11.8,13.9,M,1.296,5,0.4,0.6,0
SSM024b,2018,8/10/18,sea angel,Sea Angel,1,0.053,Fourhorn,24.8,92.8,M,1.783,3,4.2,4,0.4
SSM024b,2018,8/10/18,unidentified,Digested,NA,1.73,Fourhorn,24.8,92.8,M,1.783,3,4.2,4,0.4
SSM025,2018,8/10/18,unidentified,Digested,NA,0.839,Fourhorn,20.1,58.3,M,0.84,3,1.2,3.6,0.1
SSM026,2018,8/10/18,unidentified,Digested,NA,3.266,Fourhorn,28.8,212.5,F,3.267,3,12.9,12.7,0.4
SSM027,2018,8/10/18,onisimus littoralis,Onisimus sp.,2,0.089,Fourhorn,18,54.7,F,2.98,4,1.6,2.4,0
SSM027,2018,8/10/18,gammarus,Gammarus sp.,4,0.258,Fourhorn,18,54.7,F,2.98,4,1.6,2.4,0
SSM027,2018,8/10/18,mysid shrimp,Mysid,2,0.046,Fourhorn,18,54.7,F,2.98,4,1.6,2.4,0
SSM027,2018,8/10/18,unidentified,Digested,NA,2.587,Fourhorn,18,54.7,F,2.98,4,1.6,2.4,0
SSM028,2018,8/11/18,Empty,Empty,NA,NA,Fourhorn,5.5,2,Unknown,0,1,0,NA,0
SSM029,2018,8/14/18,Empty,Empty,NA,NA,Fourhorn,26,172.7,F,0,1,11.1,10.6,0.6
SSM030,2018,8/14/18,onisimus littoralis,Onisimus sp.,1,0.024,Fourhorn,16,32.5,F,0.087,2,0.8,0.5,0
SSM030,2018,8/14/18,amphipod,Amphipod,NA,0.063,Fourhorn,16,32.5,F,0.087,2,0.8,0.5,0
SSM031,2018,8/20/18,larval fish,Fish,7,0.145,Fourhorn,20.2,90.3,M,5.507,5,3.2,2.8,0.2
SSM031,2018,8/20/18,onisimus littoralis,Onisimus sp.,5,0.18,Fourhorn,20.2,90.3,M,5.507,5,3.2,2.8,0.2
SSM031,2018,8/20/18,gammarus,Gammarus sp.,1,0.125,Fourhorn,20.2,90.3,M,5.507,5,3.2,2.8,0.2
SSM031,2018,8/20/18,unidentified,Digested,NA,4.702,Fourhorn,20.2,90.3,M,5.507,5,3.2,2.8,0.2
SSM032,2018,8/20/18,unidentified,Digested,NA,11.838,Fourhorn,25.2,197.1,M,12.521,5,6.8,8.9,0.4
SSM032,2018,8/20/18,onisimus littoralis,Onisimus sp.,4,0.418,Fourhorn,25.2,197.1,M,12.521,5,6.8,8.9,0.4
SSM032,2018,8/20/18,larval fish,Fish,1,0.151,Fourhorn,25.2,197.1,M,12.521,5,6.8,8.9,0.4
SSM032,2018,8/20/18,krill,Krill,2,0.114,Fourhorn,25.2,197.1,M,12.521,5,6.8,8.9,0.4
SSM033,2018,8/20/18,krill,Krill,4,3.182,Fourhorn,20.4,65.7,F,4.391,4,1.9,1.3,0.1
SSM033,2018,8/20/18,larval fish,Fish,7,0.275,Fourhorn,20.4,65.7,F,4.391,4,1.9,1.3,0.1
SSM033,2018,8/20/18,amphipod,Amphipod,NA,0.934,Fourhorn,20.4,65.7,F,4.391,4,1.9,1.3,0.1
SSM034,2018,8/20/18,gammarus,Gammarus sp.,1,0.115,Fourhorn,25.9,177.8,M,4.514,4,8.4,8.2,0.6
SSM034,2018,8/20/18,larval fish,Fish,1,0.012,Fourhorn,25.9,177.8,M,4.514,4,8.4,8.2,0.6
SSM034,2018,8/20/18,unidentified,Digested,NA,2.384,Fourhorn,25.9,177.8,M,4.514,4,8.4,8.2,0.6
SSM034,2018,8/20/18,unidentified,Digested,NA,1.813,Fourhorn,25.9,177.8,M,4.514,4,8.4,8.2,0.6
SSM035,2018,8/20/18,onisimus littoralis,Onisimus sp.,4,0.116,Fourhorn,19.5,66,M,6.645,5,2.2,2.1,0.1
SSM035,2018,8/20/18,krill,Krill,3,0.006,Fourhorn,19.5,66,M,6.645,5,2.2,2.1,0.1
SSM035,2018,8/20/18,larval fish,Fish,5,0.274,Fourhorn,19.5,66,M,6.645,5,2.2,2.1,0.1
SSM035,2018,8/20/18,amphipod,Amphipod,NA,0.49,Fourhorn,19.5,66,M,6.645,5,2.2,2.1,0.1
SSM035,2018,8/20/18,unidentified,Digested,NA,5.401,Fourhorn,19.5,66,M,6.645,5,2.2,2.1,0.1
SSM036,2018,8/20/18,krill,Krill,7,3.03,Fourhorn,15.4,29.6,F,3.117,4,0.9,0.3,0
SSM036,2018,8/20/18,onisimus littoralis,Onisimus sp.,NA,0.087,Fourhorn,15.4,29.6,F,3.117,4,0.9,0.3,0
SSM037,2018,8/21/18,onisimus littoralis,Onisimus sp.,5,0.36,Fourhorn,26.2,181.5,M,6.771,4,3.9,3.2,0.6
SSM037,2018,8/21/18,larval fish,Fish,7,0.633,Fourhorn,26.2,181.5,M,6.771,4,3.9,3.2,0.6
SSM037,2018,8/21/18,unidentified,Digested,NA,5.778,Fourhorn,26.2,181.5,M,6.771,4,3.9,3.2,0.6
SSM038,2018,8/21/18,unidentified,Digested,NA,0.833,Slimy,13.8,20.7,M,0.833,4,0.5,0.3,0
SSM039,2018,8/21/18,onisimus littoralis,Onisimus sp.,3,0.171,Slimy,15.4,56.2,F,2.751,4,2.3,2.6,0
SSM039,2018,8/21/18,larval fish,Fish,1,0.031,Slimy,15.4,56.2,F,2.751,4,2.3,2.6,0
SSM039,2018,8/21/18,unidentified,Digested,NA,2.549,Slimy,15.4,56.2,F,2.751,4,2.3,2.6,0
SSM040,2018,8/21/18,krill,Krill,2,0.122,Fourhorn,20.8,80.3,F,1.937,3,3.5,3.6,0
SSM040,2018,8/21/18,unidentified,Digested,NA,1.815,Fourhorn,20.8,80.3,F,1.937,3,3.5,3.6,0
